flight_legs,itinerary,origin_airport,destination_airport,start_time,end_time,fdt_duration,sectors,ground_transit_mins,duty_cost
"[3505310771, 3505310723]",VIE ➔ CGN ➔ BIA,VIE,BIA,9125.0,9590.0,435.0,2,0.0,485.0
"[3505310771, 3505311156, 3505311157]",VIE ➔ CGN ➔ (CGN🚌DUS) ➔ FAO ➔ DUS,VIE,DUS,9125.0,9905.0,750.0,3,79.8,859.9
"[3505310771, 3505311178, 3505311179]",VIE ➔ CGN ➔ (CGN🚌DUS) ➔ CTA ➔ DUS,VIE,DUS,9125.0,9885.0,730.0,3,79.8,829.9
"[3505310771, 3505311130, 3505311131]",VIE ➔ CGN ➔ (CGN🚌DUS) ➔ PMI ➔ DUS,VIE,DUS,9125.0,9860.0,705.0,3,79.8,794.9
"[3505310771, 3505311130, 3505310831]",VIE ➔ CGN ➔ (CGN🚌DUS) ➔ PMI ➔ STR,VIE,STR,9125.0,9875.0,720.0,3,79.8,792.4
"[3505310771, 3505310798, 3505310799]",VIE ➔ CGN ➔ SPU ➔ CGN,VIE,CGN,9125.0,9815.0,660.0,3,0.0,650.0
"[3505310771, 3505310798, 3505311209]",VIE ➔ CGN ➔ SPU ➔ DUS,VIE,DUS,9125.0,9885.0,730.0,3,0.0,687.5
[3505310771],VIE ➔ CGN,VIE,CGN,9125.0,9320.0,165.0,1,0.0,295.0
"[3505310760, 3505310798, 3505310799]",RHO ➔ CGN ➔ SPU ➔ CGN,RHO,CGN,9125.0,9815.0,660.0,3,0.0,710.0
"[3505310760, 3505310798, 3505311209]",RHO ➔ CGN ➔ SPU ➔ DUS,RHO,DUS,9125.0,9885.0,730.0,3,0.0,747.5
"[3505310760, 3505311094, 3505311095]",RHO ➔ CGN ➔ (CGN🚌DUS) ➔ LHR ➔ DUS,RHO,DUS,9125.0,9865.0,710.0,3,79.8,799.9
[3505310760],RHO ➔ CGN,RHO,CGN,9125.0,9440.0,285.0,1,0.0,415.0
"[3505311077, 3505311206, 3505310875, 3505310842]",MAN ➔ DUS ➔ SPU ➔ STR ➔ HER,MAN,HER,9125.0,9850.0,695.0,4,0.0,745.0
"[3505311077, 3505311206, 3505310875, 3505310812]",MAN ➔ DUS ➔ SPU ➔ STR ➔ VCE,MAN,VCE,9125.0,9755.0,600.0,4,0.0,647.5
"[3505311077, 3505311206, 3505310875, 3505310852]",MAN ➔ DUS ➔ SPU ➔ STR ➔ RMO,MAN,RMO,9125.0,9860.0,705.0,4,0.0,732.5
"[3505311077, 3505311206, 3505310799]",MAN ➔ DUS ➔ SPU ➔ CGN,MAN,CGN,9125.0,9815.0,660.0,3,0.0,652.5
"[3505311077, 3505311126, 3505311127, 3505311084]",MAN ➔ DUS ➔ PMI ➔ DUS ➔ NCE,MAN,NCE,9125.0,9855.0,700.0,4,0.0,755.0
"[3505311077, 3505311126, 3505311127]",MAN ➔ DUS ➔ PMI ➔ DUS,MAN,DUS,9125.0,9685.0,530.0,3,0.0,615.0
"[3505311077, 3505311126, 3505310827, 3505310852]",MAN ➔ DUS ➔ PMI ➔ STR ➔ RMO,MAN,RMO,9125.0,9860.0,705.0,4,0.0,760.0
"[3505311077, 3505311126, 3505310744]",MAN ➔ DUS ➔ PMI ➔ CGN,MAN,CGN,9125.0,9715.0,560.0,3,0.0,630.0
"[3505311077, 3505311126, 3505310743]",MAN ➔ DUS ➔ PMI ➔ CGN,MAN,CGN,9125.0,9720.0,565.0,3,0.0,632.5
"[3505311077, 3505311126, 3505311002]",MAN ➔ DUS ➔ PMI ➔ HAM,MAN,HAM,9125.0,9770.0,615.0,3,0.0,667.5
"[3505311077, 3505311126, 3505311129]",MAN ➔ DUS ➔ PMI ➔ DUS,MAN,DUS,9125.0,9785.0,630.0,3,0.0,665.0
"[3505311077, 3505311126, 3505311006]",MAN ➔ DUS ➔ PMI ➔ HAM,MAN,HAM,9125.0,9850.0,695.0,3,0.0,707.5
"[3505311077, 3505311126, 3505311131]",MAN ➔ DUS ➔ PMI ➔ DUS,MAN,DUS,9125.0,9860.0,705.0,3,0.0,702.5
"[3505311077, 3505311100, 3505311101]",MAN ➔ DUS ➔ AGP ➔ DUS,MAN,DUS,9125.0,9795.0,640.0,3,0.0,707.5
"[3505311077, 3505311128, 3505311129]",MAN ➔ DUS ➔ PMI ➔ DUS,MAN,DUS,9125.0,9785.0,630.0,3,0.0,665.0
"[3505311077, 3505311128, 3505311006]",MAN ➔ DUS ➔ PMI ➔ HAM,MAN,HAM,9125.0,9850.0,695.0,3,0.0,707.5
"[3505311077, 3505311128, 3505311131]",MAN ➔ DUS ➔ PMI ➔ DUS,MAN,DUS,9125.0,9860.0,705.0,3,0.0,702.5
"[3505311077, 3505311128, 3505310831]",MAN ➔ DUS ➔ PMI ➔ STR,MAN,STR,9125.0,9875.0,720.0,3,0.0,700.0
"[3505311077, 3505311096, 3505311097]",MAN ➔ DUS ➔ IBZ ➔ DUS,MAN,DUS,9125.0,9815.0,660.0,3,0.0,690.0
"[3505311077, 3505311156, 3505311157]",MAN ➔ DUS ➔ FAO ➔ DUS,MAN,DUS,9125.0,9905.0,750.0,3,0.0,767.5
"[3505311077, 3505311178, 3505311179]",MAN ➔ DUS ➔ CTA ➔ DUS,MAN,DUS,9125.0,9885.0,730.0,3,0.0,737.5
"[3505311077, 3505311130, 3505311131]",MAN ➔ DUS ➔ PMI ➔ DUS,MAN,DUS,9125.0,9860.0,705.0,3,0.0,702.5
"[3505311077, 3505311130, 3505310831]",MAN ➔ DUS ➔ PMI ➔ STR,MAN,STR,9125.0,9875.0,720.0,3,0.0,700.0
[3505311077],MAN ➔ DUS,MAN,DUS,9125.0,9315.0,160.0,1,0.0,290.0
"[3505311062, 3505310830, 3505310831]",OPO ➔ BER ➔ (BER🚌STR) ➔ PMI ➔ STR,OPO,STR,9130.0,9875.0,715.0,3,97.2,846.1
"[3505311062, 3505310842]",OPO ➔ BER ➔ (BER🚌STR) ➔ HER,OPO,HER,9130.0,9850.0,690.0,2,97.2,798.6
"[3505310883, 3505310884, 3505310725]",SKG ➔ HAJ ➔ BIA ➔ CGN,SKG,CGN,9130.0,9735.0,575.0,3,0.0,645.0
"[3505310922, 3505310982, 3505311009, 3505310831]",BER ➔ ARN ➔ HAM ➔ PMI ➔ STR,BER,STR,9130.0,9875.0,715.0,4,0.0,755.0
"[3505310922, 3505310982]",BER ➔ ARN ➔ HAM,BER,HAM,9130.0,9495.0,335.0,2,0.0,425.0
"[3505311087, 3505311128, 3505311129]",BCN ➔ DUS ➔ PMI ➔ DUS,BCN,DUS,9130.0,9785.0,625.0,3,0.0,685.0
"[3505311087, 3505311128, 3505311006]",BCN ➔ DUS ➔ PMI ➔ HAM,BCN,HAM,9130.0,9850.0,690.0,3,0.0,727.5
"[3505311087, 3505311128, 3505311131]",BCN ➔ DUS ➔ PMI ➔ DUS,BCN,DUS,9130.0,9860.0,700.0,3,0.0,722.5
"[3505311087, 3505311128, 3505310831]",BCN ➔ DUS ➔ PMI ➔ STR,BCN,STR,9130.0,9875.0,715.0,3,0.0,720.0
"[3505311087, 3505311096, 3505311097]",BCN ➔ DUS ➔ IBZ ➔ DUS,BCN,DUS,9130.0,9815.0,655.0,3,0.0,710.0
"[3505311087, 3505311156, 3505311157]",BCN ➔ DUS ➔ FAO ➔ DUS,BCN,DUS,9130.0,9905.0,745.0,3,0.0,787.5
"[3505311087, 3505311178, 3505311179]",BCN ➔ DUS ➔ CTA ➔ DUS,BCN,DUS,9130.0,9885.0,725.0,3,0.0,757.5
"[3505311087, 3505311130, 3505311131]",BCN ➔ DUS ➔ PMI ➔ DUS,BCN,DUS,9130.0,9860.0,700.0,3,0.0,722.5
"[3505311087, 3505311130, 3505310831]",BCN ➔ DUS ➔ PMI ➔ STR,BCN,STR,9130.0,9875.0,715.0,3,0.0,720.0
[3505311087],BCN ➔ DUS,BCN,DUS,9130.0,9365.0,205.0,1,0.0,335.0
"[3505310869, 3505310828, 3505310827, 3505310852]",FCO ➔ STR ➔ PMI ➔ STR ➔ RMO,FCO,RMO,9130.0,9860.0,700.0,4,0.0,752.5
"[3505310869, 3505310828, 3505310744]",FCO ➔ STR ➔ PMI ➔ CGN,FCO,CGN,9130.0,9715.0,555.0,3,0.0,622.5
"[3505310869, 3505310828, 3505310743]",FCO ➔ STR ➔ PMI ➔ CGN,FCO,CGN,9130.0,9720.0,560.0,3,0.0,625.0
"[3505310869, 3505310828, 3505311002]",FCO ➔ STR ➔ PMI ➔ HAM,FCO,HAM,9130.0,9770.0,610.0,3,0.0,660.0
"[3505310869, 3505310828, 3505311129]",FCO ➔ STR ➔ PMI ➔ DUS,FCO,DUS,9130.0,9785.0,625.0,3,0.0,657.5
"[3505310869, 3505310828, 3505311006]",FCO ➔ STR ➔ PMI ➔ HAM,FCO,HAM,9130.0,9850.0,690.0,3,0.0,700.0
"[3505310869, 3505310828, 3505311131]",FCO ➔ STR ➔ PMI ➔ DUS,FCO,DUS,9130.0,9860.0,700.0,3,0.0,695.0
"[3505310869, 3505310874, 3505310799]",FCO ➔ STR ➔ SPU ➔ CGN,FCO,CGN,9130.0,9815.0,655.0,3,0.0,645.0
"[3505310869, 3505310856]",FCO ➔ STR ➔ PMO,FCO,PMO,9130.0,9540.0,380.0,2,0.0,467.5
"[3505310869, 3505310939]",FCO ➔ STR ➔ PRN,FCO,PRN,9130.0,9550.0,390.0,2,0.0,472.5
"[3505310869, 3505310800, 3505311041]",FCO ➔ STR ➔ HAM ➔ SPU,FCO,SPU,9130.0,9870.0,710.0,3,0.0,665.0
"[3505310869, 3505310800]",FCO ➔ STR ➔ HAM,FCO,HAM,9130.0,9620.0,460.0,2,0.0,480.0
"[3505310913, 3505311035]",SZG ➔ HAM ➔ BRI,SZG,BRI,9130.0,9490.0,330.0,2,0.0,437.5
"[3505310913, 3505310801, 3505310800, 3505311041]",SZG ➔ HAM ➔ STR ➔ HAM ➔ SPU,SZG,SPU,9130.0,9870.0,710.0,4,0.0,690.0
"[3505310913, 3505310801, 3505310800]",SZG ➔ HAM ➔ STR ➔ HAM,SZG,HAM,9130.0,9620.0,460.0,3,0.0,505.0
"[3505310913, 3505310801, 3505310830, 3505310831]",SZG ➔ HAM ➔ STR ➔ PMI ➔ STR,SZG,STR,9130.0,9875.0,715.0,4,0.0,717.5
"[3505310913, 3505310801, 3505310842]",SZG ➔ HAM ➔ STR ➔ HER,SZG,HER,9130.0,9850.0,690.0,3,0.0,670.0
"[3505310913, 3505310801, 3505310812]",SZG ➔ HAM ➔ STR ➔ VCE,SZG,VCE,9130.0,9755.0,595.0,3,0.0,572.5
"[3505310913, 3505311001, 3505311002]",SZG ➔ HAM ➔ PMI ➔ HAM,SZG,HAM,9130.0,9770.0,610.0,3,0.0,667.5
"[3505310913, 3505311001, 3505311129]",SZG ➔ HAM ➔ PMI ➔ DUS,SZG,DUS,9130.0,9785.0,625.0,3,0.0,665.0
"[3505310913, 3505311001, 3505311006]",SZG ➔ HAM ➔ PMI ➔ HAM,SZG,HAM,9130.0,9850.0,690.0,3,0.0,707.5
"[3505310913, 3505311001, 3505311131]",SZG ➔ HAM ➔ PMI ➔ DUS,SZG,DUS,9130.0,9860.0,700.0,3,0.0,702.5
"[3505310913, 3505311001, 3505310831]",SZG ➔ HAM ➔ PMI ➔ STR,SZG,STR,9130.0,9875.0,715.0,3,0.0,700.0
"[3505310913, 3505311005, 3505311006]",SZG ➔ HAM ➔ PMI ➔ HAM,SZG,HAM,9130.0,9850.0,690.0,3,0.0,707.5
"[3505310913, 3505311005, 3505311131]",SZG ➔ HAM ➔ PMI ➔ DUS,SZG,DUS,9130.0,9860.0,700.0,3,0.0,702.5
"[3505310913, 3505311005, 3505310831]",SZG ➔ HAM ➔ PMI ➔ STR,SZG,STR,9130.0,9875.0,715.0,3,0.0,700.0
"[3505310913, 3505310989, 3505311095]",SZG ➔ HAM ➔ LHR ➔ DUS,SZG,DUS,9130.0,9865.0,705.0,3,0.0,645.0
"[3505310913, 3505310981]",SZG ➔ HAM ➔ ARN,SZG,ARN,9130.0,9630.0,470.0,2,0.0,485.0
[3505310913],SZG ➔ HAM,SZG,HAM,9130.0,9305.0,145.0,1,0.0,275.0
"[3505311177, 3505311100, 3505311101]",VCE ➔ DUS ➔ AGP ➔ DUS,VCE,DUS,9135.0,9795.0,630.0,3,0.0,705.0
"[3505311177, 3505311128, 3505311129]",VCE ➔ DUS ➔ PMI ➔ DUS,VCE,DUS,9135.0,9785.0,620.0,3,0.0,662.5
"[3505311177, 3505311128, 3505311006]",VCE ➔ DUS ➔ PMI ➔ HAM,VCE,HAM,9135.0,9850.0,685.0,3,0.0,705.0
"[3505311177, 3505311128, 3505311131]",VCE ➔ DUS ➔ PMI ➔ DUS,VCE,DUS,9135.0,9860.0,695.0,3,0.0,700.0
"[3505311177, 3505311128, 3505310831]",VCE ➔ DUS ➔ PMI ➔ STR,VCE,STR,9135.0,9875.0,710.0,3,0.0,697.5
"[3505311177, 3505311128, 3505311125]",VCE ➔ DUS ➔ PMI ➔ DUS,VCE,DUS,9135.0,9915.0,750.0,3,0.0,727.5
"[3505311177, 3505311096, 3505311097]",VCE ➔ DUS ➔ IBZ ➔ DUS,VCE,DUS,9135.0,9815.0,650.0,3,0.0,687.5
"[3505311177, 3505311156, 3505311157]",VCE ➔ DUS ➔ FAO ➔ DUS,VCE,DUS,9135.0,9905.0,740.0,3,0.0,765.0
"[3505311177, 3505311178, 3505311179]",VCE ➔ DUS ➔ CTA ➔ DUS,VCE,DUS,9135.0,9885.0,720.0,3,0.0,735.0
"[3505311177, 3505311130, 3505311131]",VCE ➔ DUS ➔ PMI ➔ DUS,VCE,DUS,9135.0,9860.0,695.0,3,0.0,700.0
"[3505311177, 3505311130, 3505310831]",VCE ➔ DUS ➔ PMI ➔ STR,VCE,STR,9135.0,9875.0,710.0,3,0.0,697.5
"[3505311177, 3505311130, 3505311125]",VCE ➔ DUS ➔ PMI ➔ DUS,VCE,DUS,9135.0,9915.0,750.0,3,0.0,727.5
[3505311177],VCE ➔ DUS,VCE,DUS,9135.0,9330.0,165.0,1,0.0,295.0
"[3505311203, 3505311128, 3505311129]",OMO ➔ DUS ➔ PMI ➔ DUS,OMO,DUS,9135.0,9785.0,620.0,3,0.0,682.5
"[3505311203, 3505311128, 3505311006]",OMO ➔ DUS ➔ PMI ➔ HAM,OMO,HAM,9135.0,9850.0,685.0,3,0.0,725.0
"[3505311203, 3505311128, 3505311131]",OMO ➔ DUS ➔ PMI ➔ DUS,OMO,DUS,9135.0,9860.0,695.0,3,0.0,720.0
"[3505311203, 3505311128, 3505310831]",OMO ➔ DUS ➔ PMI ➔ STR,OMO,STR,9135.0,9875.0,710.0,3,0.0,717.5
"[3505311203, 3505311128, 3505311125]",OMO ➔ DUS ➔ PMI ➔ DUS,OMO,DUS,9135.0,9915.0,750.0,3,0.0,747.5
"[3505311203, 3505311096, 3505311097]",OMO ➔ DUS ➔ IBZ ➔ DUS,OMO,DUS,9135.0,9815.0,650.0,3,0.0,707.5
"[3505311203, 3505311156, 3505311157]",OMO ➔ DUS ➔ FAO ➔ DUS,OMO,DUS,9135.0,9905.0,740.0,3,0.0,785.0
"[3505311203, 3505311178, 3505311179]",OMO ➔ DUS ➔ CTA ➔ DUS,OMO,DUS,9135.0,9885.0,720.0,3,0.0,755.0
"[3505311203, 3505311130, 3505311131]",OMO ➔ DUS ➔ PMI ➔ DUS,OMO,DUS,9135.0,9860.0,695.0,3,0.0,720.0
"[3505311203, 3505311130, 3505310831]",OMO ➔ DUS ➔ PMI ➔ STR,OMO,STR,9135.0,9875.0,710.0,3,0.0,717.5
"[3505311203, 3505311130, 3505311125]",OMO ➔ DUS ➔ PMI ➔ DUS,OMO,DUS,9135.0,9915.0,750.0,3,0.0,747.5
[3505311203],OMO ➔ DUS,OMO,DUS,9135.0,9370.0,205.0,1,0.0,335.0
"[3505310817, 3505310874, 3505310799]",BCN ➔ STR ➔ SPU ➔ CGN,BCN,CGN,9135.0,9815.0,650.0,3,0.0,652.5
"[3505310817, 3505310856]",BCN ➔ STR ➔ PMO,BCN,PMO,9135.0,9540.0,375.0,2,0.0,475.0
"[3505310817, 3505310939]",BCN ➔ STR ➔ PRN,BCN,PRN,9135.0,9550.0,385.0,2,0.0,480.0
"[3505310817, 3505310800, 3505311041]",BCN ➔ STR ➔ HAM ➔ SPU,BCN,SPU,9135.0,9870.0,705.0,3,0.0,672.5
"[3505310817, 3505310800]",BCN ➔ STR ➔ HAM,BCN,HAM,9135.0,9620.0,455.0,2,0.0,487.5
"[3505310817, 3505310830, 3505310831]",BCN ➔ STR ➔ PMI ➔ STR,BCN,STR,9135.0,9875.0,710.0,3,0.0,700.0
"[3505310817, 3505310830, 3505311125]",BCN ➔ STR ➔ PMI ➔ DUS,BCN,DUS,9135.0,9915.0,750.0,3,0.0,730.0
"[3505311030, 3505311005, 3505311006]",CTA ➔ HAM ➔ PMI ➔ HAM,CTA,HAM,9140.0,9850.0,680.0,3,0.0,750.0
"[3505311030, 3505311005, 3505311131]",CTA ➔ HAM ➔ PMI ➔ DUS,CTA,DUS,9140.0,9860.0,690.0,3,0.0,745.0
"[3505311030, 3505311005, 3505310831]",CTA ➔ HAM ➔ PMI ➔ STR,CTA,STR,9140.0,9875.0,705.0,3,0.0,742.5
"[3505311030, 3505311005, 3505311125]",CTA ➔ HAM ➔ PMI ➔ DUS,CTA,DUS,9140.0,9915.0,745.0,3,0.0,772.5
"[3505311030, 3505310989, 3505311095]",CTA ➔ HAM ➔ LHR ➔ DUS,CTA,DUS,9140.0,9865.0,695.0,3,0.0,687.5
"[3505311030, 3505310981]",CTA ➔ HAM ➔ ARN,CTA,ARN,9140.0,9630.0,460.0,2,0.0,527.5
"[3505311030, 3505311009, 3505310831]",CTA ➔ HAM ➔ PMI ➔ STR,CTA,STR,9140.0,9875.0,705.0,3,0.0,742.5
"[3505311030, 3505311009, 3505311125]",CTA ➔ HAM ➔ PMI ➔ DUS,CTA,DUS,9140.0,9915.0,745.0,3,0.0,772.5
[3505311030],CTA ➔ HAM,CTA,HAM,9140.0,9410.0,240.0,1,0.0,370.0
"[3505311183, 3505311128, 3505311129]",FLR ➔ DUS ➔ PMI ➔ DUS,FLR,DUS,9140.0,9785.0,615.0,3,0.0,667.5
"[3505311183, 3505311128, 3505311006]",FLR ➔ DUS ➔ PMI ➔ HAM,FLR,HAM,9140.0,9850.0,680.0,3,0.0,710.0
"[3505311183, 3505311128, 3505311131]",FLR ➔ DUS ➔ PMI ➔ DUS,FLR,DUS,9140.0,9860.0,690.0,3,0.0,705.0
"[3505311183, 3505311128, 3505310831]",FLR ➔ DUS ➔ PMI ➔ STR,FLR,STR,9140.0,9875.0,705.0,3,0.0,702.5
"[3505311183, 3505311128, 3505311125]",FLR ➔ DUS ➔ PMI ➔ DUS,FLR,DUS,9140.0,9915.0,745.0,3,0.0,732.5
"[3505311183, 3505311096, 3505311097]",FLR ➔ DUS ➔ IBZ ➔ DUS,FLR,DUS,9140.0,9815.0,645.0,3,0.0,692.5
"[3505311183, 3505311156, 3505311157]",FLR ➔ DUS ➔ FAO ➔ DUS,FLR,DUS,9140.0,9905.0,735.0,3,0.0,770.0
"[3505311183, 3505311178, 3505311179]",FLR ➔ DUS ➔ CTA ➔ DUS,FLR,DUS,9140.0,9885.0,715.0,3,0.0,740.0
"[3505311183, 3505311130, 3505311131]",FLR ➔ DUS ➔ PMI ➔ DUS,FLR,DUS,9140.0,9860.0,690.0,3,0.0,705.0
"[3505311183, 3505311130, 3505310831]",FLR ➔ DUS ➔ PMI ➔ STR,FLR,STR,9140.0,9875.0,705.0,3,0.0,702.5
"[3505311183, 3505311130, 3505311125]",FLR ➔ DUS ➔ PMI ➔ DUS,FLR,DUS,9140.0,9915.0,745.0,3,0.0,732.5
[3505311183],FLR ➔ DUS,FLR,DUS,9140.0,9350.0,180.0,1,0.0,310.0
"[3505311123, 3505311128, 3505311129]",PMI ➔ DUS ➔ PMI ➔ DUS,PMI,DUS,9145.0,9785.0,610.0,3,0.0,680.0
"[3505311123, 3505311128, 3505311006]",PMI ➔ DUS ➔ PMI ➔ HAM,PMI,HAM,9145.0,9850.0,675.0,3,0.0,722.5
"[3505311123, 3505311128, 3505311131]",PMI ➔ DUS ➔ PMI ➔ DUS,PMI,DUS,9145.0,9860.0,685.0,3,0.0,717.5
"[3505311123, 3505311128, 3505310831]",PMI ➔ DUS ➔ PMI ➔ STR,PMI,STR,9145.0,9875.0,700.0,3,0.0,715.0
"[3505311123, 3505311128, 3505311010]",PMI ➔ DUS ➔ PMI ➔ HAM,PMI,HAM,9145.0,9925.0,750.0,3,0.0,760.0
"[3505311123, 3505311128, 3505311125]",PMI ➔ DUS ➔ PMI ➔ DUS,PMI,DUS,9145.0,9915.0,740.0,3,0.0,745.0
"[3505311123, 3505311128, 3505311133]",PMI ➔ DUS ➔ PMI ➔ DUS,PMI,DUS,9145.0,9925.0,750.0,3,0.0,750.0
"[3505311123, 3505311096, 3505311097]",PMI ➔ DUS ➔ IBZ ➔ DUS,PMI,DUS,9145.0,9815.0,640.0,3,0.0,705.0
"[3505311123, 3505311156, 3505311157]",PMI ➔ DUS ➔ FAO ➔ DUS,PMI,DUS,9145.0,9905.0,730.0,3,0.0,782.5
"[3505311123, 3505311178, 3505311179]",PMI ➔ DUS ➔ CTA ➔ DUS,PMI,DUS,9145.0,9885.0,710.0,3,0.0,752.5
"[3505311123, 3505311130, 3505311131]",PMI ➔ DUS ➔ PMI ➔ DUS,PMI,DUS,9145.0,9860.0,685.0,3,0.0,717.5
"[3505311123, 3505311130, 3505310831]",PMI ➔ DUS ➔ PMI ➔ STR,PMI,STR,9145.0,9875.0,700.0,3,0.0,715.0
"[3505311123, 3505311130, 3505311010]",PMI ➔ DUS ➔ PMI ➔ HAM,PMI,HAM,9145.0,9925.0,750.0,3,0.0,760.0
"[3505311123, 3505311130, 3505311125]",PMI ➔ DUS ➔ PMI ➔ DUS,PMI,DUS,9145.0,9915.0,740.0,3,0.0,745.0
"[3505311123, 3505311130, 3505311133]",PMI ➔ DUS ➔ PMI ➔ DUS,PMI,DUS,9145.0,9925.0,750.0,3,0.0,750.0
"[3505311123, 3505311132, 3505311133]",PMI ➔ DUS ➔ PMI ➔ DUS,PMI,DUS,9145.0,9925.0,750.0,3,0.0,750.0
[3505311123],PMI ➔ DUS,PMI,DUS,9145.0,9385.0,210.0,1,0.0,340.0
"[3505311173, 3505311100, 3505311101]",ZRH ➔ DUS ➔ AGP ➔ DUS,ZRH,DUS,9145.0,9795.0,620.0,3,0.0,690.0
"[3505311173, 3505311128, 3505311129]",ZRH ➔ DUS ➔ PMI ➔ DUS,ZRH,DUS,9145.0,9785.0,610.0,3,0.0,647.5
"[3505311173, 3505311128, 3505311006]",ZRH ➔ DUS ➔ PMI ➔ HAM,ZRH,HAM,9145.0,9850.0,675.0,3,0.0,690.0
"[3505311173, 3505311128, 3505311131]",ZRH ➔ DUS ➔ PMI ➔ DUS,ZRH,DUS,9145.0,9860.0,685.0,3,0.0,685.0
"[3505311173, 3505311128, 3505310831]",ZRH ➔ DUS ➔ PMI ➔ STR,ZRH,STR,9145.0,9875.0,700.0,3,0.0,682.5
"[3505311173, 3505311128, 3505311010]",ZRH ➔ DUS ➔ PMI ➔ HAM,ZRH,HAM,9145.0,9925.0,750.0,3,0.0,727.5
"[3505311173, 3505311128, 3505311125]",ZRH ➔ DUS ➔ PMI ➔ DUS,ZRH,DUS,9145.0,9915.0,740.0,3,0.0,712.5
"[3505311173, 3505311128, 3505311133]",ZRH ➔ DUS ➔ PMI ➔ DUS,ZRH,DUS,9145.0,9925.0,750.0,3,0.0,717.5
"[3505311173, 3505311096, 3505311097]",ZRH ➔ DUS ➔ IBZ ➔ DUS,ZRH,DUS,9145.0,9815.0,640.0,3,0.0,672.5
"[3505311173, 3505311156, 3505311157]",ZRH ➔ DUS ➔ FAO ➔ DUS,ZRH,DUS,9145.0,9905.0,730.0,3,0.0,750.0
"[3505311173, 3505311178, 3505311179]",ZRH ➔ DUS ➔ CTA ➔ DUS,ZRH,DUS,9145.0,9885.0,710.0,3,0.0,720.0
"[3505311173, 3505311130, 3505311131]",ZRH ➔ DUS ➔ PMI ➔ DUS,ZRH,DUS,9145.0,9860.0,685.0,3,0.0,685.0
"[3505311173, 3505311130, 3505310831]",ZRH ➔ DUS ➔ PMI ➔ STR,ZRH,STR,9145.0,9875.0,700.0,3,0.0,682.5
"[3505311173, 3505311130, 3505311010]",ZRH ➔ DUS ➔ PMI ➔ HAM,ZRH,HAM,9145.0,9925.0,750.0,3,0.0,727.5
"[3505311173, 3505311130, 3505311125]",ZRH ➔ DUS ➔ PMI ➔ DUS,ZRH,DUS,9145.0,9915.0,740.0,3,0.0,712.5
"[3505311173, 3505311130, 3505311133]",ZRH ➔ DUS ➔ PMI ➔ DUS,ZRH,DUS,9145.0,9925.0,750.0,3,0.0,717.5
[3505311173],ZRH ➔ DUS,ZRH,DUS,9145.0,9320.0,145.0,1,0.0,275.0
"[3505310793, 3505310790, 3505310791]",PSA ➔ CGN ➔ FCO ➔ CGN,PSA,CGN,9145.0,9675.0,500.0,3,0.0,585.0
"[3505310793, 3505310745, 3505310743]",PSA ➔ CGN ➔ PMI ➔ CGN,PSA,CGN,9145.0,9720.0,545.0,3,0.0,627.5
"[3505310793, 3505310745, 3505310829, 3505310864]",PSA ➔ CGN ➔ PMI ➔ STR ➔ BRI,PSA,BRI,9145.0,9895.0,720.0,4,0.0,762.5
"[3505310793, 3505310745, 3505311002]",PSA ➔ CGN ➔ PMI ➔ HAM,PSA,HAM,9145.0,9770.0,595.0,3,0.0,662.5
"[3505310793, 3505310745, 3505311129]",PSA ➔ CGN ➔ PMI ➔ DUS,PSA,DUS,9145.0,9785.0,610.0,3,0.0,660.0
"[3505310793, 3505310745, 3505311006]",PSA ➔ CGN ➔ PMI ➔ HAM,PSA,HAM,9145.0,9850.0,675.0,3,0.0,702.5
"[3505310793, 3505310745, 3505311131]",PSA ➔ CGN ➔ PMI ➔ DUS,PSA,DUS,9145.0,9860.0,685.0,3,0.0,697.5
"[3505310793, 3505310745, 3505310831]",PSA ➔ CGN ➔ PMI ➔ STR,PSA,STR,9145.0,9875.0,700.0,3,0.0,695.0
"[3505310793, 3505310745, 3505311010]",PSA ➔ CGN ➔ PMI ➔ HAM,PSA,HAM,9145.0,9925.0,750.0,3,0.0,740.0
"[3505310793, 3505310745, 3505311125]",PSA ➔ CGN ➔ PMI ➔ DUS,PSA,DUS,9145.0,9915.0,740.0,3,0.0,725.0
"[3505310793, 3505310716, 3505310718]",PSA ➔ CGN ➔ EDI ➔ CGN,PSA,CGN,9145.0,9685.0,510.0,3,0.0,577.5
"[3505310793, 3505310751, 3505310752]",PSA ➔ CGN ➔ MAH ➔ CGN,PSA,CGN,9145.0,9755.0,580.0,3,0.0,640.0
"[3505310793, 3505311096, 3505311097]",PSA ➔ CGN ➔ (CGN🚌DUS) ➔ IBZ ➔ DUS,PSA,DUS,9145.0,9815.0,640.0,3,79.8,774.9
"[3505310793, 3505310723]",PSA ➔ CGN ➔ BIA,PSA,BIA,9145.0,9590.0,415.0,2,0.0,477.5
"[3505310793, 3505311156, 3505311157]",PSA ➔ CGN ➔ (CGN🚌DUS) ➔ FAO ➔ DUS,PSA,DUS,9145.0,9905.0,730.0,3,79.8,852.4
"[3505310793, 3505311178, 3505311179]",PSA ➔ CGN ➔ (CGN🚌DUS) ➔ CTA ➔ DUS,PSA,DUS,9145.0,9885.0,710.0,3,79.8,822.4
"[3505310793, 3505311130, 3505311131]",PSA ➔ CGN ➔ (CGN🚌DUS) ➔ PMI ➔ DUS,PSA,DUS,9145.0,9860.0,685.0,3,79.8,787.4
